rateLimitingCodons,antiShineDelgarno,ttDimerCount,otherPyrDimerCount,weightedPyrDimerCount,methylationSites,repeatRuns,deaminationSites,alkylationSites,oxidationSites,miscSites,hairpinSites,insertionSequences
BBa_K1086003,57,120,87,428,144.1152,10,12,141,283,205,40,24,0
BBa_K1086002,57,120,87,428,144.1152,10,12,141,283,205,40,24,0
BBa_K1109005,0,4,24,44,23.578299999999995,1,3,19,24,14,9,2,0
BBa_K1116000,19,98,170,473,207.5643,8,16,227,318,209,75,30,1
BBa_K1114523,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K109701,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1116001,16,98,186,465,214.1003,8,18,227,310,209,79,30,1
BBa_K1114522,36,125,138,396,170.2553,13,28,156,282,177,51,15,0
BBa_K112137,91,249,452,1001,512.5692999999999,20,85,290,706,375,117,29,1
BBa_K1116005,119,424,364,1280,438.37149999999997,21,164,570,840,871,140,115,1
BBa_K112132,67,180,368,770,411.5632,14,43,221,550,251,98,22,1
BBa_K1124109,51,205,308,791,361.89599999999996,22,42,218,535,322,86,31,0
BBa_K1124213,88,126,396,623,391.97879999999986,27,47,145,432,175,57,9,0
BBa_K1124217,42,77,154,337,175.83610000000002,12,13,73,236,109,29,7,0
BBa_K1132023,29,72,171,310,172.99179999999998,17,26,91,222,81,27,4,0
BBa_K1127016,156,252,722,1202,732.2827,60,87,313,837,324,145,21,0
BBa_K1139023,211,443,1324,2128,1298.1685999999997,13,165,594,1350,724,333,32,1
BBa_K1025005,31,285,449,1278,561.6406,29,54,645,855,554,196,73,1
BBa_K1139024,198,515,1514,2437,1485.7426999999998,21,185,662,1565,835,370,42,1
BBa_K1151019,44,198,390,768,409.6893,19,54,205,533,301,79,27,0
BBa_K1151030,44,198,390,768,409.6893,19,54,205,533,301,79,27,0
BBa_K116012,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K116013,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K116102,12,35,54,131,58.8373,6,3,53,88,53,15,7,0
BBa_K1162307,95,554,360,1239,472.6983999999999,167,29,176,961,473,127,11,0
BBa_K1157019,57,89,102,472,170.12399999999997,22,4,263,298,182,44,41,0
BBa_K1162306,78,502,218,1007,329.87669999999997,159,12,132,808,395,98,10,0
BBa_K116658,128,189,616,899,594.6710999999999,33,75,199,637,238,102,16,0
BBa_M36151,1,134,158,546,231.2449,16,7,335,385,205,87,36,0
BBa_K1197010,14,87,175,334,182.9751,10,19,95,221,131,41,10,0
BBa_K1202116,53,330,530,1108,554.3707999999999,29,63,405,792,443,193,37,0
BBa_K1196005,8,63,57,173,80.2794,3,2,34,144,49,23,3,1
BBa_K1214015,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1214014,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1212019,15,65,185,293,181.80279999999996,8,19,56,205,93,37,6,0
BBa_K1218023,4,73,126,260,134.87589999999997,6,17,77,188,104,28,12,0
BBa_K122012,59,102,404,569,387.77009999999996,14,74,118,376,163,64,3,0
BBa_K1257002,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1256009,138,297,225,1166,371.9973,43,23,739,752,567,143,114,0
BBa_K1080023,5,64,54,215,83.51429999999999,6,0,73,144,56,36,9,0
BBa_K1256006,102,164,140,805,237.98719999999997,26,11,530,491,420,99,71,0
BBa_K1253112,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1232004,65,170,364,737,378.0612,20,60,211,487,334,97,26,0
BBa_K1256008,60,102,109,459,160.5978,16,15,296,283,221,59,40,0
BBa_K1253110,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K125805,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1253113,144,367,707,1570,793.5035,56,74,489,1082,546,190,51,1
BBa_K1255003,9,87,207,419,226.4006,18,27,146,281,162,63,20,0
BBa_K1300012,13,33,57,119,59.500600000000006,7,8,31,82,44,10,2,0
BBa_K1256011,45,89,209,372,212.9471,14,28,132,259,133,48,15,0
BBa_K1255002,20,101,160,375,184.5464,9,16,121,251,146,39,10,0
BBa_K132009,41,105,85,447,150.77109999999996,16,11,154,291,192,45,15,0
BBa_K1326000,42,196,180,757,287.8938,22,5,240,492,247,101,37,0
BBa_K1320000,64,116,253,457,263.6812,13,25,116,327,146,53,12,0
BBa_K1326004,54,440,223,1465,441.2357999999999,53,25,676,958,665,180,106,0
BBa_K1322001,197,281,825,1214,801.5151999999999,52,97,264,889,303,139,14,0
BBa_K122020,61,103,404,575,389.35810000000004,15,74,118,380,163,64,3,0
BBa_K1326007,84,384,391,1357,550.6522999999999,37,4,464,926,440,216,55,0
BBa_K133037,38,147,278,595,308.1747,22,29,216,425,202,77,16,0
BBa_K1334025,66,145,224,620,275.4289,25,21,267,423,239,92,30,1
BBa_K1335001,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1334004,74,107,262,518,284.7205,11,44,120,333,186,49,10,0
BBa_K136020,65,96,86,404,136.3515,18,11,156,258,182,41,15,0
BBa_K1362616,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K136021,65,97,84,406,135.7866,18,11,157,260,183,42,15,0
BBa_K1363007,6,32,13,150,46.94599999999999,12,0,100,112,57,16,10,0
BBa_K136022,65,98,85,407,136.4716,18,11,156,260,184,42,16,0
BBa_K1366002,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1365007,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K133026,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K137070,2,4,16,26,15.5019,1,3,2,17,13,4,0,0
BBa_K137109,96,161,544,654,498.5603,16,107,125,511,180,84,8,0
BBa_K1375011,38,68,193,287,186.25629999999998,8,24,78,207,74,35,9,0
BBa_K1392991,19,110,110,443,165.3217,22,16,160,286,197,51,29,0
BBa_K1395000,6,104,223,507,250.32559999999995,15,30,231,338,215,64,28,0
BBa_K1392937,13,42,114,175,112.9016,1,14,46,127,42,21,3,0
BBa_K1398003,66,137,159,523,214.32359999999997,20,11,290,360,221,72,36,0
BBa_K1398001,59,129,160,510,210.1961,21,11,266,344,231,74,32,0
BBa_K1403018,8,141,176,469,209.9086,21,22,182,343,224,66,25,0
BBa_K1407012,67,175,240,746,318.71239999999995,32,23,272,493,281,86,30,0
BBa_K1413023,39,75,116,435,160.93689999999998,18,10,181,257,161,49,21,0
BBa_K136055,62,93,175,397,197.40200000000002,10,18,128,255,153,47,12,0
BBa_K1412004,33,48,230,251,202.5283,10,32,60,175,62,33,2,0
BBa_K1435001,0,73,56,277,85.8465,7,4,140,174,138,33,19,0
BBa_K1426001,158,234,712,1106,699.5957999999998,29,98,239,752,357,120,23,0
BBa_K1431301,21,32,88,205,107.10619999999997,4,6,35,134,52,13,2,0
BBa_K1423003,1,76,57,334,103.41860000000001,13,7,139,204,170,35,13,0
BBa_K1426000,116,232,712,1105,699.5846999999999,29,98,240,751,356,120,23,0
BBa_K1453005,10,359,368,1200,448.00690000000003,19,43,479,769,610,207,63,0
BBa_K1433007,38,225,94,729,218.87279999999998,26,16,390,514,355,83,62,0
BBa_K1453404,11,413,470,1456,574.1264,29,55,607,943,671,270,77,0
BBa_K1453409,13,347,345,1184,432.72409999999996,16,33,567,786,580,204,80,0
BBa_K1453405,17,452,486,1552,591.7234000000001,23,53,728,1027,765,272,98,0
BBa_K1453000,13,231,279,809,334.0571,15,37,313,527,398,131,43,0
BBa_K1462230,39,117,384,496,349.53929999999997,12,62,120,346,144,79,11,0
BBa_K1462160,64,237,612,969,596.3298,23,81,210,662,323,135,23,0
BBa_K1456025,19,128,300,708,338.68519999999995,17,68,224,466,304,69,20,0
BBa_K1453402,14,204,182,615,228.7482,12,31,249,409,316,116,35,0
BBa_K1462250,66,214,802,997,726.106,14,117,213,701,252,171,12,0
BBa_K1453408,7,308,329,1088,415.12710000000004,22,35,446,702,486,202,59,0
BBa_K1462210,41,163,408,655,394.7418,17,67,173,435,233,99,19,0
BBa_K1462270,54,146,425,620,401.2104,12,53,122,435,178,88,12,0
BBa_K1462450,38,109,360,524,342.5261999999999,10,51,104,349,167,57,12,0
BBa_K1462170,64,198,577,848,549.4086,17,68,154,598,252,116,15,0
BBa_K1462180,62,191,588,810,551.1272999999999,18,76,157,573,234,115,15,0
BBa_K1462200,89,288,1006,1311,927.6940000000001,20,131,250,928,342,207,16,0
BBa_K1462550,77,200,545,844,530.9984,18,74,171,587,215,150,12,0
BBa_K1462260,51,171,434,695,420.01259999999996,20,69,178,465,242,102,19,0
BBa_K1462190,78,289,637,1037,628.5482999999998,29,71,195,737,331,145,16,0
BBa_K1462580,79,195,512,805,503.11769999999996,18,74,162,562,209,138,12,0
BBa_K1462640,112,283,701,1123,693.5726,24,98,214,801,285,204,12,0
BBa_K1462670,103,278,668,1084,665.6918999999998,24,98,205,776,279,192,12,0
BBa_K1462840,107,296,695,1140,696.0996999999999,25,101,208,827,288,205,10,0
BBa_K1462610,78,190,479,766,475.1440999999999,18,74,154,537,204,126,12,0
BBa_K1462720,81,218,572,900,561.3133,19,77,175,638,225,163,10,0
BBa_K1462870,75,161,437,728,433.422,16,66,123,513,219,76,13,0
BBa_K1462810,73,203,473,783,477.6712,19,77,148,563,207,127,10,0
BBa_K1462690,47,125,350,543,342.8848,13,53,115,374,144,85,10,0
BBa_K1462750,83,213,539,861,533.4326,19,77,166,613,219,151,10,0
BBa_K1462780,82,208,506,822,505.5519,19,77,157,588,213,139,10,0
BBa_K1462300,76,222,828,1037,751.3768000000001,17,119,218,731,261,174,12,0
BBa_K1462890,14,101,133,443,172.2908,13,14,157,281,193,60,15,0
BBa_K1471008,6,46,26,192,55.818799999999996,7,21,81,122,125,15,11,0
BBa_K1485005,32,272,408,1105,480.50019999999995,29,58,568,746,504,165,56,0
BBa_K1472099,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1485004,17,143,205,576,242.6773,14,34,311,386,284,93,32,0
BBa_K1462140,68,281,611,997,603.2775,26,69,190,707,322,142,16,0
BBa_K1487069,7,83,62,345,110.71369999999999,16,8,137,221,158,33,13,0
BBa_K1491011,9,98,83,387,131.0229,12,9,162,248,187,38,19,0
BBa_K1487066,5,82,65,340,110.3978,14,9,134,218,160,36,13,0
BBa_K1487063,5,82,63,338,107.48889999999999,14,8,138,215,160,34,13,0
BBa_K1487068,6,81,63,340,108.84669999999998,14,8,137,216,158,33,13,0
BBa_K1487064,5,81,64,341,109.53169999999999,14,8,136,216,158,33,13,0
BBa_K1487083,5,81,66,339,110.48569999999998,14,9,135,215,158,34,13,0
BBa_K1487065,8,83,67,340,111.6527,14,11,137,217,158,34,13,0
BBa_K1487074,7,81,64,339,108.74879999999999,14,8,135,216,159,33,13,0
BBa_K1487070,8,82,65,342,110.03089999999999,14,8,135,217,161,33,13,0
BBa_K1487076,6,82,62,339,108.6437,14,8,139,216,158,34,13,0
BBa_K1487075,5,84,63,342,108.86889999999998,14,8,136,218,161,35,13,0
BBa_K1487080,5,81,64,339,109.80569999999999,14,8,135,216,158,35,13,0
BBa_K1493602,15,44,50,176,69.4398,3,2,70,121,69,28,10,0
BBa_K1487077,5,82,64,341,110.4028,14,9,135,218,160,36,13,0
BBa_K1487081,6,84,65,344,111.38869999999999,14,9,135,221,158,35,13,0
BBa_K1487067,6,81,64,339,109.80569999999999,14,8,136,217,158,33,13,0
BBa_K1487078,7,82,67,340,111.65269999999998,15,9,135,218,158,33,13,0
BBa_K1487072,6,83,66,345,111.9808,14,8,135,223,160,34,13,0
BBa_K1487071,6,84,64,343,111.09279999999998,14,8,135,220,159,34,13,0
BBa_K1487082,8,84,61,342,109.33869999999999,15,8,136,220,158,34,13,0
BBa_K1487073,7,82,66,341,111.17569999999999,14,9,135,218,158,34,13,0
BBa_K1507000,39,76,137,315,153.39829999999998,12,8,145,220,122,40,16,0
BBa_K1493502,49,74,190,311,191.0282,9,18,59,220,97,38,6,0
BBa_K1507006,76,163,291,710,361.44519999999994,20,34,139,507,220,67,12,0
BBa_K1520016,66,159,409,757,422.1275999999999,29,47,298,517,269,102,30,1
BBa_K1507008,52,135,228,591,280.67709999999994,15,18,129,405,191,83,16,0
BBa_K1507010,69,125,250,523,282.16489999999993,16,27,155,361,157,52,17,0
BBa_K1529101,11,16,23,72,34.1962,3,2,11,54,15,6,1,0
BBa_K1526005,37,271,406,1127,496.38779999999997,39,43,520,749,480,154,62,1
BBa_K1529120,2,58,80,245,114.04609999999998,5,7,133,186,78,34,11,0
BBa_K1529199,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1529103,32,172,365,654,369.6265000000001,8,44,508,471,283,124,47,0
BBa_K1529267,8,59,124,253,133.0788,6,22,72,171,108,28,8,0
BBa_K1529252,25,60,83,305,118.96340000000001,15,7,98,171,128,50,4,0
BBa_K1529268,46,102,272,445,272.7694,12,43,110,315,136,52,9,0
BBa_K1541019,67,317,134,1015,298.9147,28,25,495,703,523,105,80,0
BBa_K1529431,28,87,171,335,177.0499,9,27,111,236,124,37,11,1
BBa_K1541020,67,317,133,1015,298.3337,28,25,495,703,523,105,80,0
BBa_K1529270,44,82,70,370,132.108,17,7,167,247,137,44,18,0
BBa_K1529996,6,13,12,58,22.679,1,0,4,38,13,5,0,0
BBa_K1529271,82,125,218,563,271.9026,23,28,205,391,165,68,19,0
BBa_K1558000,55,74,400,378,338.26969999999994,4,63,52,291,75,33,0,0
BBa_K1558001,55,74,400,378,338.26969999999994,4,63,52,291,75,33,0,0
BBa_K156035,5,63,155,316,168.00209999999998,7,26,110,201,111,44,5,0
BBa_K157022,9,140,48,405,94.4768,16,16,150,262,229,54,29,0
BBa_K1615003,0,106,181,425,200.1015,13,23,181,273,206,85,21,0
BBa_K1615005,0,89,160,422,181.6766,14,21,181,261,195,83,18,0
BBa_K1615006,0,92,160,388,182.72229999999996,16,19,208,273,173,70,30,0
BBa_K1615008,2,78,212,324,205.51090000000002,12,20,132,237,109,71,10,0
BBa_K1615002,0,106,181,424,199.51549999999997,13,23,181,272,206,86,21,0
BBa_K1585241,223,382,794,1655,831.1922999999999,56,112,964,1161,788,255,111,0
BBa_K1606001,0,174,155,593,217.31789999999998,21,7,372,401,294,94,43,0
BBa_K1615010,0,112,254,484,253.72629999999995,19,32,204,321,222,94,21,0
BBa_K1615011,0,112,254,484,253.72629999999995,19,32,203,321,222,94,22,0
BBa_K1615030,2,199,445,761,438.7567,23,58,262,540,327,130,30,0
BBa_K1615029,0,213,394,825,416.54909999999995,27,58,338,576,391,129,52,0
BBa_K1615007,0,92,160,389,183.30829999999997,16,19,208,274,173,70,32,0
BBa_K1615004,0,89,160,420,181.0795,14,20,182,260,193,83,18,0
BBa_K1615054,2,110,183,396,198.31079999999997,17,13,156,267,149,85,20,0
BBa_K1615028,0,213,393,825,415.96809999999994,27,57,338,576,391,129,50,0
BBa_K1615076,3,119,246,638,292.83619999999996,23,25,280,409,297,82,26,0
BBa_K1615026,0,210,393,857,414.32529999999997,25,58,312,563,411,142,38,0
BBa_K1615069,1,147,215,736,286.1508,24,28,329,443,394,97,37,0
BBa_K1615074,1,133,194,701,269.94359999999995,27,24,357,445,361,81,48,0
BBa_K1615092,0,107,160,377,171.21259999999998,7,19,135,241,195,50,18,0
BBa_K1615094,0,90,139,374,152.7877,8,17,135,229,184,48,15,0
BBa_K1615025,0,227,415,861,433.34229999999985,24,62,311,575,424,144,41,0
BBa_K1615095,0,93,138,341,153.83839999999998,10,15,161,242,162,35,28,0
BBa_K1615078,1,153,288,796,340.3615999999999,30,37,352,492,410,105,38,0
BBa_K1615031,2,199,446,762,439.4417,23,59,261,540,327,130,30,0
BBa_K1615096,0,93,139,341,154.4194,10,15,162,242,162,35,29,0
BBa_K1615027,0,210,394,858,414.9174,25,60,311,563,413,142,38,0
BBa_K1615100,0,113,233,436,224.8374,13,28,157,289,211,59,19,0
BBa_K1615099,0,113,232,437,224.8424,13,28,157,290,211,59,19,0
BBa_K1632023,58,149,225,655,286.0963,29,32,260,437,259,79,28,0
BBa_K1638018,39,108,143,379,175.3237,11,21,195,290,157,46,35,0
BBa_K165029,37,211,363,675,376.77450000000005,8,35,129,500,252,67,13,0
BBa_K1653005,121,292,521,1278,605.8825999999999,31,61,680,863,550,194,88,0
BBa_K165022,21,51,124,231,130.9066,6,22,73,151,77,27,3,0
BBa_K1653011,7,56,88,195,99.10949999999998,7,7,89,139,75,32,11,0
BBa_K1653012,10,82,122,342,153.6994,12,6,170,233,128,48,16,0
BBa_K1653013,10,82,125,341,154.8564,12,8,170,232,128,48,16,0
BBa_K1659301,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1653009,9,137,278,657,317.07439999999997,13,34,357,437,281,100,50,0
BBa_K1659002,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1659601,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1653014,12,35,77,155,87.50699999999998,5,9,54,114,43,16,4,0
BBa_K1659211,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1677010,85,200,438,878,454.3785,13,64,317,561,388,139,36,0
BBa_K1659201,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1677013,126,179,592,823,563.9612999999999,21,71,195,593,234,92,14,0
BBa_K1659001,0,62,159,352,176.2889,11,23,160,224,149,50,14,0
BBa_K1659003,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1659501,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1763006,37,157,206,585,253.95549999999997,13,17,262,416,206,51,27,0
BBa_K1755201,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1615050,0,121,131,492,173.7865,19,14,206,290,235,97,28,0
BBa_K180004,76,219,571,1009,582.9697999999999,37,63,334,696,343,139,33,1
BBa_K1677001,75,94,225,463,245.10479999999998,15,20,138,312,167,53,17,0
BBa_K180011,50,88,86,397,145.02519999999996,21,8,176,263,150,48,20,0
BBa_K180017,169,348,496,1452,622.0556,36,53,571,983,590,171,84,1
BBa_K180018,43,96,102,385,145.56449999999998,13,6,152,259,152,42,24,0
BBa_K1841000,55,100,218,327,218.19359999999998,9,28,55,264,92,39,6,0
BBa_K1841004,11,22,40,64,39.58850000000001,4,6,25,48,16,13,3,0
BBa_K1841008,23,36,47,189,69.2346,10,3,63,121,67,16,11,0
BBa_K185024,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1841006,21,28,36,139,52.2891,9,3,43,86,49,12,8,0
BBa_K185022,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K185027,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K185025,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K185020,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K185026,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K185023,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K185041,46,101,182,384,196.63800000000003,17,28,104,273,122,43,8,1
BBa_K185006,46,100,183,383,196.633,17,28,104,272,122,41,8,1
BBa_K185039,46,101,183,384,197.219,17,28,104,273,122,43,8,1
BBa_K185045,26,113,171,501,214.04219999999998,19,14,237,335,206,77,29,1
BBa_K185038,46,101,181,387,196.851,17,28,103,275,123,42,9,1
BBa_K185046,26,114,169,505,214.26019999999997,19,14,236,338,207,78,30,1
BBa_K1615097,2,79,191,278,177.31199999999998,6,16,85,206,98,36,7,0
BBa_K191003,47,93,168,377,194.32070000000002,11,18,138,271,117,55,20,0
BBa_K195406,13,192,325,690,340.7112999999999,13,42,287,478,300,90,32,0
BBa_K195602,22,59,161,268,156.4374,11,26,87,189,77,25,4,0
BBa_K195407,0,126,95,353,129.5864,10,14,117,240,166,57,13,0
BBa_K195301,196,317,1406,1456,1229.2333999999998,34,274,238,1096,338,214,14,0
BBa_K195604,17,41,117,205,124.53009999999998,6,17,47,147,47,19,4,0
BBa_K195629,19,82,165,326,172.98199999999997,10,27,93,231,112,38,7,1
BBa_K195631,86,127,266,544,299.78299999999996,17,26,116,394,159,67,16,0
BBa_K195619,73,132,293,547,311.01450000000006,17,28,147,392,176,69,22,0
BBa_K199025,35,140,132,538,194.4072,14,18,273,379,255,49,38,0
BBa_K199085,23,94,150,346,169.5298,9,13,111,229,140,34,13,0
BBa_K199087,23,94,150,346,169.62269999999998,10,13,112,230,139,34,13,0
BBa_K199089,22,94,150,346,169.43689999999998,9,13,111,229,141,35,13,0
BBa_K199088,22,94,151,345,170.00679999999997,9,13,110,229,140,34,13,0
BBa_K199084,22,94,150,346,169.43689999999998,9,13,111,229,141,35,13,0
BBa_K199086,23,94,150,346,169.6227,9,13,110,229,139,35,13,0
BBa_K199154,30,110,186,393,200.78120000000004,11,20,117,275,156,38,15,0
BBa_K199105,54,131,367,561,359.05929999999995,20,44,145,388,178,60,10,0
BBa_K200031,42,132,362,528,340.2428,14,77,191,390,207,70,12,0
BBa_K200022,84,158,348,630,356.32320000000004,21,49,130,449,208,71,11,1
BBa_K203104,6,126,54,402,116.9537,10,11,136,274,211,30,27,0
BBa_K204031,52,95,96,427,160.62779999999998,19,9,178,287,158,52,20,0
BBa_K1615052,0,124,131,459,175.41819999999998,21,12,233,303,213,84,42,0
BBa_K204043,65,108,104,438,154.84640000000002,16,12,177,282,207,45,21,0
BBa_K204077,26,150,227,694,291.1056,22,32,354,458,290,120,55,0
BBa_K204096,34,210,297,885,372.3494,28,43,441,594,387,148,65,0
BBa_K208038,38,70,140,388,168.2332,12,12,175,251,150,41,25,0
BBa_K208034,35,70,123,367,152.11289999999997,11,9,173,240,147,40,25,0
BBa_K208046,28,86,211,388,217.7011,11,19,97,262,133,49,12,0
BBa_K208041,38,71,125,399,158.95499999999998,12,9,190,252,159,48,26,0
BBa_K208045,49,83,196,365,205.89130000000003,12,17,95,248,124,39,11,0
BBa_K208047,27,88,216,380,219.7566,11,21,94,266,127,45,12,0
BBa_K208044,37,73,130,391,161.0105,12,11,187,256,153,44,26,0
BBa_K209027,102,269,1696,1366,1383.9903999999997,21,226,123,1078,309,199,8,0
BBa_K208049,54,89,211,406,224.70679999999996,14,19,128,277,142,43,13,0
BBa_K208048,40,76,138,408,170.92839999999995,13,11,206,269,165,44,27,0
BBa_K209035,104,266,1399,1319,1189.1758999999997,26,191,154,1029,312,156,17,0
BBa_K209046,105,206,1476,1166,1206.3157999999999,21,200,98,930,232,148,6,0
BBa_K209054,107,219,1479,1210,1219.3827999999999,20,199,104,974,234,144,7,0
BBa_K209062,111,280,1768,1511,1480.3159999999998,29,229,147,1213,303,189,10,0
BBa_K209063,90,236,1472,1274,1238.6506,26,182,132,1015,266,172,9,0
BBa_K209064,58,195,1055,997,907.4368,20,119,116,786,218,147,8,0
BBa_K209098,84,230,1135,1092,968.6234999999999,23,153,125,844,291,145,16,0
BBa_K231001,1,96,198,581,264.0596999999999,19,15,221,372,186,101,26,0
BBa_K242002,39,88,119,304,144.2642,9,9,121,220,109,31,12,0
BBa_K243008,0,57,94,215,107.6954,7,10,63,152,88,32,6,0
BBa_K243010,5,119,132,453,180.5143,15,14,153,310,208,62,24,0
BBa_K243011,3,139,135,465,181.5194,15,18,160,318,221,72,23,0
BBa_K243009,0,69,90,227,110.3825,7,7,62,164,86,39,7,0
BBa_K243007,0,52,93,210,106.3911,7,10,63,148,85,29,6,0
BBa_K243014,4,128,125,443,172.42239999999998,15,14,151,305,209,65,25,0
BBa_K243013,4,123,124,438,171.1181,15,14,151,301,206,62,25,0
BBa_K243012,3,134,134,460,180.21509999999998,15,18,160,314,218,69,23,0
BBa_K243015,4,125,141,470,188.307,15,18,162,319,217,66,22,0
BBa_K242151,94,209,580,940,579.9591999999999,34,71,240,650,273,104,21,0
BBa_K243017,4,118,146,463,186.9242,15,21,163,311,222,62,21,0
BBa_K243016,4,133,126,448,173.7267,15,14,151,309,212,68,25,0
BBa_K243019,1,55,96,231,117.159,7,7,65,165,81,33,7,0
BBa_K243021,4,117,152,476,193.89350000000002,15,21,173,322,225,65,23,0
BBa_K243022,4,119,159,479,197.1227,15,24,176,323,227,67,23,0
BBa_K243018,4,123,134,467,185.17069999999998,15,15,159,318,214,65,22,0
BBa_K243025,4,130,132,446,175.5587,15,17,154,306,212,66,25,0
BBa_K245050,1,74,121,364,159.11159999999995,4,17,160,244,142,38,17,0
BBa_K243024,4,123,137,439,174.17589999999998,15,20,155,298,217,62,24,0
BBa_K243023,4,135,133,449,176.84079999999997,15,17,152,309,213,69,25,0
BBa_K243028,1,56,146,297,165.00719999999998,9,21,105,213,107,38,9,0
BBa_K243020,3,70,45,235,70.52869999999997,8,11,95,152,133,33,15,0
BBa_K243032,0,103,205,431,220.30809999999997,13,21,164,292,186,62,13,0
BBa_K245051,1,74,121,368,159.82379999999995,4,17,162,246,144,38,17,0
BBa_K243026,0,62,95,220,108.9997,7,10,63,156,91,35,6,0
BBa_K243036,4,116,139,460,183.78789999999998,15,18,160,310,219,61,21,0
BBa_K245063,2,56,101,275,125.76689999999999,7,12,125,195,101,32,16,0
BBa_K245064,0,16,63,121,68.572,0,8,45,93,33,14,4,0
BBa_K245062,0,17,65,130,72.5051,0,9,35,98,35,12,5,0
BBa_K245066,0,17,65,130,72.5051,0,9,35,98,35,12,5,0
BBa_K245067,0,23,66,126,70.37049999999999,2,14,37,93,40,13,6,0
BBa_K245068,0,17,63,128,71.3209,2,10,44,98,32,14,7,0
BBa_K245069,2,56,99,273,124.58269999999999,9,13,134,195,98,34,18,0
BBa_K245070,0,22,69,128,72.4144,2,14,40,95,37,13,4,0
BBa_K245073,7,244,106,456,142.23690000000002,28,11,183,340,289,66,28,0
BBa_K245074,7,155,106,371,136.7117,18,12,147,270,199,50,21,0
BBa_K245076,7,151,108,371,138.6344,18,13,151,271,195,50,21,0
BBa_K245078,5,116,70,225,83.43879999999999,11,9,57,173,132,30,11,0
BBa_K245086,0,11,42,76,46.9114,0,4,16,64,16,6,1,0
BBa_K245087,0,22,42,71,42.5529,0,8,19,59,21,6,2,0
BBa_K245071,2,61,105,273,125.6762,9,17,130,192,103,33,15,0
BBa_K245085,1,13,39,75,45.3431,1,4,16,64,12,7,0,0
BBa_K245075,3,73,86,244,112.71849999999998,8,6,102,193,86,24,11,0
BBa_K245083,0,15,37,75,42.6597,0,2,21,66,19,6,4,0
BBa_K245088,1,13,39,75,45.3431,1,4,16,64,12,7,0,0
BBa_K245090,0,12,30,64,32.64619999999999,1,2,26,44,24,12,1,0
BBa_K245089,0,11,51,71,44.6112,1,18,24,48,24,14,3,0
BBa_K245091,0,8,37,66,37.96059999999999,1,6,28,45,18,10,1,0
BBa_K245092,0,10,56,77,50.736000000000004,1,18,29,52,23,13,3,0
BBa_K245094,0,11,25,65,30.809199999999997,2,0,24,40,25,11,2,0
BBa_K245093,0,11,35,70,38.770999999999994,1,2,31,48,23,11,1,0
BBa_K245098,0,60,86,266,115.8547,3,6,125,184,108,30,17,0
BBa_K245095,0,59,91,272,121.97949999999999,3,6,130,188,107,29,16,0
BBa_K245099,0,10,56,78,50.84,1,18,30,52,23,13,6,0
BBa_K245106,0,51,98,250,118.99639999999998,5,11,104,154,98,36,6,0
BBa_K245077,7,157,108,365,134.7468,18,15,154,266,199,51,22,0
BBa_K245105,0,188,130,415,155.92909999999998,20,14,148,289,245,63,17,0
BBa_K245102,5,119,95,269,110.37969999999999,11,13,69,206,142,34,12,0
BBa_K245100,0,11,35,70,38.770999999999994,1,2,31,48,23,11,1,0
BBa_K245111,0,20,67,133,74.27529999999999,2,11,33,99,37,12,4,0
BBa_K245107,5,160,168,448,195.4575,16,20,142,311,223,63,17,0
BBa_K245108,7,154,108,378,140.3439,17,12,154,275,201,51,21,0
BBa_K245101,5,123,90,268,106.12800000000001,11,11,74,208,145,34,15,0
